Restaurant Id,Restaurant Name,Country,City,User Rating Votes,User Aggregate Rating,Cuisines,Event Data Extraction,Number of Events
6701071,Z Deli Sandwich Shop,Brazil,São Paulo,35,4.9,"Burger, Sandwich",NA,0
6711666,Kinoshita,Brazil,São Paulo,11,4.2,Sushi,NA,0
6712917,Coco Bambú,Brazil,São Paulo,24,4.0,Seafood,NA,0
6709580,Esquina Mocotó,Brazil,São Paulo,21,4.5,"Brazilian, North Eastern",NA,0
6713772,Sainte Marie Gastronomia,Brazil,São Paulo,15,4.3,"Lebanese, Arabian",NA,0
6715930,Tanit,Brazil,São Paulo,5,3.4,"Spanish, Tapas",NA,0
6701853,Vicolo Nostro,Brazil,São Paulo,6,3.8,Italian,NA,0
6715715,A Casa do Porco,Brazil,São Paulo,17,4.3,Bar Food,NA,0
6700410,Tatini,Brazil,São Paulo,3,3.7,Italian,NA,0
6702013,Jam,Brazil,São Paulo,11,4.1,"Sushi, Japanese",NA,0
6702374,Fasano - Hotel Fasano,Brazil,São Paulo,12,4.2,International,NA,0
6712927,D.O.M.,Brazil,São Paulo,23,4.8,"Contemporary, Brazilian",NA,0
6715789,Djapa,Brazil,São Paulo,6,3.6,"Japanese, Sushi",NA,0
6701049,Bistrot de Paris,Brazil,São Paulo,8,4.0,French,NA,0
6715851,Fleming’s Prime Steakhouse & Wine Bar,Brazil,São Paulo,5,3.8,Steak,NA,0
6713209,Agello Cucina,Brazil,São Paulo,2,3.4,Italian,NA,0
6801374,Solita,United Kingdom,Manchester,138,4.9,"American, Burger, Grill",NA,0
6800878,The Alchemist,United Kingdom,Manchester,34,4.0,"European, Contemporary",NA,0
17855562,Tattu Restaurant and Bar,United Kingdom,Manchester,19,3.5,Chinese,NA,0
6801293,Hard Rock Cafe,United Kingdom,Manchester,64,4.3,American,NA,0
6801900,Evuna Bar & Restaurant,United Kingdom,Manchester,6,3.4,"Spanish, Tapas",NA,0
6800908,Mughli,United Kingdom,Manchester,84,4.6,"Indian, Curry",NA,0
18253075,Yard & Coop,United Kingdom,Manchester,10,3.4,"American, British",NA,0
6800678,Lahore,United Kingdom,Manchester,46,3.9,"Indian, Grill",NA,0
6801329,Home Sweet Home,United Kingdom,Manchester,80,4.3,"British, Burger, Cafe",NA,0
6801386,Cafe North,United Kingdom,Manchester,11,3.7,Cafe,NA,0
6800759,The Grill on New York Street,United Kingdom,Manchester,28,3.8,"British, Mexican, Seafood",NA,0
6801039,San Carlo,United Kingdom,Manchester,187,4.4,Italian,NA,0
6800235,The Grill On The Alley,United Kingdom,Manchester,171,4.6,"Steak, Seafood, Grill",NA,0
6800593,Zouk Tea Bar & Grill,United Kingdom,Manchester,69,3.8,"Indian, Seafood",NA,0
6801827,Umezushi,United Kingdom,Manchester,26,4.1,Japanese,NA,0
6800782,The French by Simon Rogan - The Midland,United Kingdom,Manchester,69,4.5,French,NA,0
6801867,Manchester House,United Kingdom,Manchester,45,4.2,British,NA,0
6801984,Ibérica,United Kingdom,Manchester,17,3.9,"Spanish, Tapas",NA,0
17855602,Turtle Bay,United Kingdom,Manchester,8,3.5,Caribbean,NA,0
6801884,Pieminister,United Kingdom,Manchester,14,3.7,Bakery,NA,0
6901318,Adam's Restaurant,United Kingdom,Birmingham,74,4.3,Continental,NA,0
6900674,Purnell's,United Kingdom,Birmingham,70,4.6,Contemporary,NA,0
6900050,Jamie's Italian,United Kingdom,Birmingham,35,4.0,Italian,NA,0
6900669,Fiesta del Asado,United Kingdom,Birmingham,26,4.1,"Latin American, Italian",NA,0
6900078,Jimmy Spices,United Kingdom,Birmingham,53,4.1,"Indian, Middle Eastern, Chinese, American, European",NA,0
6900224,Chaophraya,United Kingdom,Birmingham,19,4.0,Thai,NA,0
6900883,Ju Ju's Cafe,United Kingdom,Birmingham,12,3.8,"Cafe, British",NA,0
6900374,Bank,United Kingdom,Birmingham,52,4.1,"British, Steak",NA,0
6901062,The Warehouse Cafe,United Kingdom,Birmingham,10,3.9,"British, Cafe",NA,0
6900724,Bodega,United Kingdom,Birmingham,34,4.8,Latin American,NA,0
6900388,Lasan Restaurant,United Kingdom,Birmingham,67,4.3,Indian,NA,0
18273002,Damascena Coffee House,United Kingdom,Birmingham,7,3.8,"Greek, Mediterranean, Middle Eastern",NA,0
6901051,The Plough,United Kingdom,Birmingham,32,4.3,British,NA,0
6900227,Wagamama,United Kingdom,Birmingham,56,4.6,Japanese,NA,0
6900288,Fargo's Food Factory,United Kingdom,Birmingham,11,3.8,"Burger, Steak, Indian, Pizza, Desserts, Chinese",NA,0
6900160,Handmade Burger Co.,United Kingdom,Birmingham,20,3.9,"Burger, American",NA,0
6900843,Chennai Dosa,United Kingdom,Birmingham,40,3.8,"Indian, South Indian",NA,0
6900692,Simpsons Restaurants,United Kingdom,Birmingham,58,4.5,British,NA,0
6900106,Pushkar,United Kingdom,Birmingham,37,4.4,Indian,NA,0
6900339,Asha's,United Kingdom,Birmingham,48,4.2,Indian,NA,0
18749437,Belly Worship,New Zealand,Auckland,444,4.3,"Asian, Chinese, Asian Fusion, Street Food",NA,0
7009344,Major Sprout,New Zealand,Auckland,561,4.5,Cafe Food,NA,0
7006421,PappaRich,New Zealand,Auckland,801,4.2,Malaysian,NA,0
7003621,Circus Circus,New Zealand,Auckland,765,4.2,"Cafe Food, European",NA,0
7001859,KK Malaysian Cuisine,New Zealand,Auckland,529,4.2,Malaysian,NA,0
18393092,Amano Restaurant,New Zealand,Auckland,598,4.9,Italian,NA,0
18667488,Wu and You,New Zealand,Auckland,262,4.2,"Asian, Asian Fusion",NA,0
18491782,Oak Eatery,New Zealand,Auckland,225,4.7,"Desserts, Healthy Food, Cafe Food",NA,0
7003804,Fact-Tree Cafe,New Zealand,Auckland,405,4.4,"Cafe Food, Coffee and Tea, Desserts, Healthy Food, Kiwi",NA,0
7000992,Eden Noodles Cafe 四川担担面,New Zealand,Auckland,718,4.5,Chinese,NA,0
7003663,Federal Delicatessen,New Zealand,Auckland,1130,4.7,American,"[{'event': {'event_id': 322902, 'friendly_start_date': '01 March', 'friendly_end_date': '30 April', 'friendly_timing_str': 'Friday, 1st March - Tuesday, 30th April', 'start_date': '2019-03-01', 'end_date': '2019-04-30', 'end_time': '18:00:00', 'start_time': '16:00:00', 'is_active': 1, 'date_added': '2019-03-07 06:15:41', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/f95/ba06cea0f402142945abc867af12af95_1551919715.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/f95/ba06cea0f402142945abc867af12af95_1551919715.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': 'ba06cea0f402142945abc867af12af95', 'id': 435185, 'photo_id': 435185, 'uuid': 2624137255, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Happier Hour', 'description': 'There’s a new dog in town! Come in and try our ‘Banh mi dog’ every day during our “Happier Hour” 4pm - 6pm!', 'display_time': '04:00 pm - 06:00 pm', 'display_date': '01 March - 30 April', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 1, 'event_category_name': '', 'book_link': '', 'types': [{'name': 'Promos', 'color': '#F96C6A'}], 'share_data': {'should_show': 0}}}]",1
7006945,Fokker Bros,New Zealand,Auckland,207,4.1,"American, Burger",NA,0
7003018,Paradise,New Zealand,Auckland,1287,4.4,Indian,NA,0
7004225,Thai Street,New Zealand,Auckland,325,4.0,Thai,NA,0
7003660,Miss Clawdy,New Zealand,Auckland,571,4.2,"Creole, American",NA,0
7000700,Pocha 포차,New Zealand,Auckland,512,4.5,"Korean, Fried Chicken",NA,0
7004412,The Shelf,New Zealand,Auckland,666,4.4,"Cafe Food, Coffee and Tea, Desserts",NA,0
7001670,"Eight - Cordis, Auckland Hotel",New Zealand,Auckland,755,4.7,"European, Seafood, Grill","[{'event': {'event_id': 305850, 'friendly_start_date': '01 March', 'friendly_end_date': '30 April', 'friendly_timing_str': 'Friday, 1st March - Tuesday, 30th April', 'start_date': '2019-03-01', 'end_date': '2019-04-30', 'end_time': '22:00:00', 'start_time': '17:30:00', 'is_active': 1, 'date_added': '2019-01-31 07:00:12', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/c32/6f3e2292cfd37f13698e650113679c32_1548898348.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/c32/6f3e2292cfd37f13698e650113679c32_1548898348.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '6f3e2292cfd37f13698e650113679c32', 'id': 412548, 'photo_id': 412548, 'uuid': 1726901202, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Smoky Thursdays', 'description': ""We're adding some mouth-watering ‘smoky’ twists to our kitchens every Thursday night, from irresistible smoked New Zealand salmon and our unique smoked pasta to the juicy, smoky roast of the night.\nLet our chefs talk you through what’s ‘smokin’ hot in our kitchens."", 'display_time': '05:30 pm - 10:00 pm', 'display_date': '01 March - 30 April', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 0, 'event_category_name': '', 'book_link': '', 'types': [{'name': 'Special Menu', 'color': '#F96C6A'}], 'share_data': {'should_show': 0}}}, {'event': {'event_id': 298162, 'friendly_start_date': '05 April', 'friendly_end_date': '21 August', 'friendly_timing_str': 'Friday, 5th April - Wednesday, 21st August', 'start_date': '2019-04-05', 'end_date': '2019-08-21', 'end_time': '10:00:00', 'start_time': '17:30:00', 'is_active': 1, 'date_added': '2019-01-11 06:58:20', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/7c7/1e86b395be621acc7140265f19c477c7_1547170215.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/7c7/1e86b395be621acc7140265f19c477c7_1547170215.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '1e86b395be621acc7140265f19c477c7', 'id': 402274, 'photo_id': 402274, 'uuid': 2477941689, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Chocolate Tuesdays', 'description': 'Join us every Tuesday night for some fun new chocolate treats at our kitchens, from delicious freshly made chocolate naan bread and chocolate sushi rolls to chocolate-infused sauce to spice up your grill. Finish your meal with a delectable array of chocolate desserts.\n\nTo book in Eight, contact our team on (09) 300 2924 or cdakl.eats@cordishotels.com.', 'display_time': '05:30 pm - 10:00 am', 'display_date': '05 April - 21 August', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 1, 'event_category_name': '', 'book_link': 'https://eightrestaurant.co.nz/make-a-reservation/', 'types': [{'name': 'Special Menu', 'color': '#F96C6A'}], 'share_data': {'should_show': 0}}}]",2
18672367,Chamate,New Zealand,Auckland,309,4.2,"Asian, Chinese, Seafood, Yum Cha, Dumplings, Hot Pot, BBQ",NA,0
7003002,Chikos Restaurant & Cafe,New Zealand,Auckland,354,4.7,"Kiwi, Asian, Pacific, Filipino, Japanese",NA,0
7100502,Fidel's,New Zealand,Wellington City,346,4.6,"European, Mexican, Cafe Food",NA,0
7100693,Sweet Mother's Kitchen,New Zealand,Wellington City,378,4.2,"Mexican, American",NA,0
7101042,The Hangar,New Zealand,Wellington City,269,4.8,Cafe Food,NA,0
7100142,Origami,New Zealand,Wellington City,136,4.3,"Japanese, Sushi",NA,0
7100171,Ombra,New Zealand,Wellington City,230,4.9,Italian,NA,0
7101145,Mama Brown,New Zealand,Wellington City,233,4.1,"Mexican, American, Cafe Food",NA,0
7101967,PappaRich,New Zealand,Wellington City,145,4.3,Malaysian,NA,0
7100788,The Crab Shack,New Zealand,Wellington City,301,4.3,"Seafood, Kiwi",NA,0
7100538,Scopa Caffe Cucina,New Zealand,Wellington City,200,4.5,"Italian, Pizza",NA,0
7101081,Charley Noble Eatery & Bar,New Zealand,Wellington City,190,4.7,European,NA,0
7100546,KC Cafe & Takeaway,New Zealand,Wellington City,153,4.2,"Chinese, Asian",NA,0
7100064,Chow,New Zealand,Wellington City,311,4.5,Asian,NA,0
7101310,Loretta,New Zealand,Wellington City,158,4.5,"European, Cafe Food",NA,0
7100798,Dragons,New Zealand,Wellington City,150,4.2,Chinese,NA,0
7100535,Midnight Espresso,New Zealand,Wellington City,213,4.4,Cafe Food,NA,0
7101011,Ekim Burgers,New Zealand,Wellington City,247,4.4,Fast Food,NA,0
7100224,Ortega Fish Shack & Bar,New Zealand,Wellington City,141,4.9,Seafood,NA,0
7101483,Burger Liquor,New Zealand,Wellington City,185,4.4,American,NA,0
7100178,Monsoon Poon,New Zealand,Wellington City,205,4.3,Asian,NA,0
7100865,Shed 5,New Zealand,Wellington City,139,4.5,"European, Pacific",NA,0
7302200,Mamma Jamma,Brazil,Rio de Janeiro,12,4.5,Pizza,NA,0
7303710,Paris 6,Brazil,Rio de Janeiro,28,4.4,French,NA,0
7302898,Aprazível,Brazil,Rio de Janeiro,63,4.9,Brazilian,NA,0
7304801,Camarada Camarão,Brazil,Rio de Janeiro,5,4.1,"Brazilian, North Eastern, Seafood",NA,0
7301965,Pérgula - Copacabana Palace,Brazil,Rio de Janeiro,3,4.2,International,NA,0
7304307,Confeitaria Colombo,Brazil,Rio de Janeiro,40,4.6,"Desserts, Cafe",NA,0
7300515,Garota de Ipanema,Brazil,Rio de Janeiro,58,4.8,"Brazilian, Bar Food",NA,0
7300679,Zuka,Brazil,Rio de Janeiro,21,4.5,"Italian, Contemporary",NA,0
7302026,La Trattoria,Brazil,Rio de Janeiro,11,4.5,Italian,NA,0
7300381,Churrascaria Palace,Brazil,Rio de Janeiro,20,4.9,Steak,NA,0
7301497,Marius Degustare,Brazil,Rio de Janeiro,16,4.7,"Seafood, International, Grill",NA,0
7301112,Giuseppe Grill Mar,Brazil,Rio de Janeiro,11,4.5,"Brazilian, Grill, Seafood",NA,0
7300483,Zazá Bistrô Tropical,Brazil,Rio de Janeiro,26,4.7,Brazilian,NA,0
7300650,Quadrucci,Brazil,Rio de Janeiro,11,4.5,"Italian, Contemporary",NA,0
7301102,Oro,Brazil,Rio de Janeiro,3,4.3,Brazilian,NA,0
7302987,Téreze - Hotel Santa Teresa,Brazil,Rio de Janeiro,7,4.3,International,NA,0
7303219,Pesqueiro Eco Gourmet,Brazil,Rio de Janeiro,5,4.2,"Seafood, Bar Food, Brazilian",NA,0
7301082,Olympe,Brazil,Rio de Janeiro,3,4.2,French,NA,0
7302549,Café do Alto,Brazil,Rio de Janeiro,5,4.3,"Brazilian, Cafe",NA,0
7304351,CT Boucherie,Brazil,Rio de Janeiro,14,4.5,"French, Steak",NA,0
18615392,WAKI Japanese BBQ Dining,Indonesia,Jakarta,1242,4.9,"Japanese, Grill, BBQ, Korean, Asian",NA,0
18657719,Gyu - Kaku Japanese BBQ,Indonesia,Jakarta,1013,4.8,"Japanese, BBQ",NA,0
18744154,Sushi Hiro,Indonesia,Jakarta,1492,4.9,"Sushi, Japanese",NA,0
18567253,Sushi Hiro,Indonesia,Jakarta,4416,4.9,"Sushi, Japanese",NA,0
18885812,Sushi Go!,Indonesia,Jakarta,1308,4.9,"Japanese, Sushi",NA,0
18511433,Sushi Go!,Indonesia,Jakarta,1864,4.7,"Japanese, Sushi",NA,0
18710176,The Garden,Indonesia,Jakarta,1025,4.6,"Western, Asian",NA,0
18554965,Magal Mapogalmegi BBQ,Indonesia,Jakarta,1219,4.9,"BBQ, Korean, Grill",NA,0
18597282,Sushi Go!,Indonesia,Jakarta,2704,4.8,"Sushi, Japanese",NA,0
18589077,Sushi Hiro,Indonesia,Jakarta,1957,4.8,"Sushi, Japanese",NA,0
18981544,Katsu YA,Indonesia,Jakarta,294,4.2,Japanese,"[{'event': {'event_id': 329300, 'friendly_start_date': '22 March', 'friendly_end_date': '30 April', 'friendly_timing_str': 'Friday, 22nd March - Tuesday, 30th April', 'start_date': '2019-03-22', 'end_date': '2019-04-30', 'end_time': '22:00:00', 'start_time': '10:00:00', 'is_active': 1, 'date_added': '2019-03-22 11:11:06', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/5e5/008e267a3ec8e2ce5a4089f384a275e5_1553233266.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/5e5/008e267a3ec8e2ce5a4089f384a275e5_1553233266.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '008e267a3ec8e2ce5a4089f384a275e5', 'id': 443520, 'photo_id': 443520, 'uuid': 1553233233801806, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Review us on Zomato', 'description': 'Review us on @zomatoid and get FREE flavored tea! Don’t missed out', 'display_time': '10:00 am - 10:00 pm', 'display_date': '22 March - 30 April', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 0, 'event_category_name': '', 'book_link': '', 'types': [{'name': 'Promos', 'color': '#F96C6A'}], 'share_data': {'should_show': 0}}}, {'event': {'event_id': 329301, 'friendly_start_date': '22 March', 'friendly_end_date': '30 April', 'friendly_timing_str': 'Friday, 22nd March - Tuesday, 30th April', 'start_date': '2019-03-22', 'end_date': '2019-04-30', 'end_time': '22:00:00', 'start_time': '10:00:00', 'is_active': 1, 'date_added': '2019-03-22 11:14:13', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/a9d/cda8bfa14954779305af25631f15da9d_1553233453.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/a9d/cda8bfa14954779305af25631f15da9d_1553233453.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': 'cda8bfa14954779305af25631f15da9d', 'id': 443521, 'photo_id': 443521, 'uuid': 1553233414762183, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Opening Promo', 'description': 'Don’t miss our promo! Visit us and get FREE Kinki Spring Roll. Check our Instagram for more details @katsuya_jkt', 'display_time': '10:00 am - 10:00 pm', 'display_date': '22 March - 30 April', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 0, 'event_category_name': '', 'book_link': '', 'types': [{'name': 'Promos', 'color': '#F96C6A'}], 'share_data': {'should_show': 0}}}]",2
18680113,The Cutt Grill House,Indonesia,Jakarta,675,4.8,"Grill, Western","[{'event': {'event_id': 335217, 'friendly_start_date': '04 April', 'friendly_end_date': '01 June', 'friendly_timing_str': 'Thursday, 4th April - Saturday, 1st June', 'start_date': '2019-04-04', 'end_date': '2019-06-01', 'end_time': '23:59:59', 'start_time': '23:00:00', 'is_active': 1, 'date_added': '2019-04-04 11:03:22', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/9f6/28778b1cc5af30accd9cda640f5bd9f6_1554356002.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/9f6/28778b1cc5af30accd9cda640f5bd9f6_1554356002.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '28778b1cc5af30accd9cda640f5bd9f6', 'id': 451542, 'photo_id': 451542, 'uuid': 55922725629, 'type': 'FEATURED'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Knowledge is power', 'description': 'KNOWLEDGE is Power\n\nCelebrating our 1st anniversary, THE CUTT GRILL HOUSE would like to invite the customers to share the knowledge to our next generation for better FUTURE!\n\nwe would like to invite our customers to Join us to share and care to those less fortunate kids. Donate any education materials (education books,studying supplies,etc) and drop the items to our charity wooden box. \n\nCollection period : 1st April - 1st June 2019', 'display_time': '11:00 pm onwards', 'display_date': '04 April - 01 June', 'is_end_time_set': 0, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 1, 'event_category_name': '', 'book_link': '', 'types': [{'name': 'Workshops', 'color': '#C32A6B'}], 'share_data': {'should_show': 0}}}]",1
18464311,Sushi Hiro,Indonesia,Jakarta,2373,4.9,"Sushi, Japanese",NA,0
